year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes,commitment_id,lead_agency_standardized,supporting_agencies_standardized,item_type_clean,implementation_pathway_clean,binary_evaluable,binary_unit,overlap_theme,status_evidence_needed,source_quality,continuity_to_prior_year,matched_prior_commitment_id,matched_prior_title,match_basis,commitment_text,source_page,source_page_end,text_capture_confidence
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,Expand Access to College-Level Courses,,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022185,,,program/policy,mixed,no,,college_workforce_pathways,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,,,,,"College-level courses provided in high school, or ""concurrent enrollment"" programs, help New York's students get a head start on college completion, reduce their student debt, and accelerate their job prospects. But funding for these programs is provided on a grant basis and is disconnected from the relative success of programs in effectively helping students earn college credit and matriculate to an institute of higher education. Moreover, the pandemic created additional challenges for high school students trying to complete these programs remotely.

To change this paradigm, Governor Hochul will propose reforms to incentivize early college high school programs that are the most successful in matriculating students to college with credits earned in high school (excluding AP and IB credits). With support tied to success, Governor Hochul will encourage the establishment and growth of effective concurrent enrollment programs, and in doing so, put more and

more students on a path to getting a post-secondary educational credential and the employment opportunities that come with it.",179,180,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,"Expand the Part-Time Tuition Assistance Program to Serve 75,000 Additional Students",CUNY,SUNY,program/policy,yes,,mixed,First-pass coding from 2022 SOTS table of contents.,2022186,CUNY,SUNY,program/policy,mixed,no,,college_workforce_pathways,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,,,,,"New York's Tuition Assistance Program (TAP) is largely unavailable for students studying part time. To be eligible for part-time TAP, students are required to attend school full time for a year before receiving awards, and they also must have earned 12 credits or more in each of the two previous semesters - with a minimum of 24 credits earned in the previous year.

Expanding access to part-time TAP would allow students with work or family responsibilities to attend school without upending their lives. It would also help revitalize community colleges by building enrollment with a new population of students.

Governor Hochul has a plan to expand part-time TAP for New York's SUNY and CUNY students that is as revolutionary as it is simple. She will eliminate the 24- credit prior-year eligibility requirement, and instead make prorated awards available to any individual enrolled in six or more credits of study at a SUNY, CUNY, or not-for-profit independent college.

Governor Hochul's plan will expand tuition assistance to provide support to 75,000 additional New York students annually, all working hard to get ahead.",180,180,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,Provide Tuition-Free Workforce Credential Programs at Community Colleges for High-Demand Fields,Empire State Development,,staffing/workforce,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022187,Empire State Development,,staffing/workforce,mixed,mixed,implemented,college_workforce_pathways,agency report or official implementation evidence,first_pass_toc,,,,,"Non-degree workforce credential programs provide critical skills to New Yorkers seeking jobs in an ever-changing economy, and help employers find workers to

meet their needs. There may be no more important area for state investment when it comes to workforce development.

Governor Hochul will therefore create a financial aid program that fully funds workforce credential sequences at community colleges in high-demand fields. To ensure the program focuses on the highest-growth areas, Empire State Development (ESD) and the State's Regional Economic Development Councils (REDCs) will recommend which courses of sequence would be eligible for State funding, based on an analysis of regional industry trends and workforce needs. This analysis will take into account existing offerings that are privately supported, ensuring that the state is investing its resources into areas that truly need state support.",180,181,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,Provide Childcare at All SUNY/CUNY Campuses,SUNY,CUNY,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022188,SUNY,CUNY,other,mixed,no,,college_workforce_pathways,agency report or official implementation evidence,first_pass_toc,,,,,"Access to affordable childcare can be a major barrier for New Yorkers trying to pursue higher education or workforce development courses at state institutions. Currently, 18 SUNY and eight CUNY campuses lack on-site childcare. To close this gap, Governor Hochul will expand childcare to all SUNY and CUNY campuses, providing support for more New Yorkers working hard to get their education and improve their job skills.",181,181,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,Award Prior Learning Credit Across SUNY and CUNY,SUNY,CUNY,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022189,SUNY,CUNY,other,mixed,no,,college_workforce_pathways,agency report or official implementation evidence,first_pass_toc,,,,,"As described in Section I, as part of the Governor's plan to make it easier for New Yorkers to move between college and career, SUNY and CUNY will adopt a consistent, statewide policy for crediting relevant prior learning and work experience, supporting credit accumulation, certifications, and post-secondary attainment. Under this policy, all students in SUNY and CUNY schools will have a far more seamless experience returning to school to gain the necessary credentials to move up the career ladder.",181,181,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,Support Internships for SUNY and CUNY Students,SUNY,CUNY,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022190,SUNY,CUNY,other,mixed,no,,college_workforce_pathways,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,,,,,"Internships can provide critical, real-world experience for students as well as a foot in the door with a future employer. For far too long, unpaid internships presented impossible tradeoffs for middle- and low-income students, but increasingly employers are recognizing the importance of paying interns. Still, there are many more CUNY and SUNY students seeking to prepare themselves for the jobs of the future than there are paid internships available to them. Governor Hochul will work with SUNY and CUNY to establish public-private funding partnerships with employers and trade associations, in which public and private dollars are matched to support the creation and scaling of new internship programs.",182,182,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,"Develop Global, National, and Regional Research Institutions, Including Stony Brook and Buffalo as SUNY’s Flagship Institutions",SUNY,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022191,SUNY,,program/governance,mixed,no,,college_workforce_pathways,agency report or official implementation evidence,first_pass_toc,,,,,"University research and development can drive innovation and local economic revitalization in every region across the state. But while SUNY has strong research capacity, faculty, and partnerships, the system lags behind its peers in the scale of research and in advancing research-driven economic innovation and development.

From 2015 to 2018, SUNY was issued fewer than 300 federal patents, compared with more than 2,000 issued for California's system. In the same time frame, SUNY launched just 54 startups, compared with 135 across the Texas system.170

Meanwhile, the four SUNY university centers - University at Albany, Binghamton University, University at Buffalo, and Stony Brook University - lagged in research funding behind peers like the University of Texas at Austin, University of Michigan, and others. At a critical moment when unprecedented federal research funding may be available, SUNY can set and meet ambitious goals and position institutions across the state to expand their research to drive local and global impact.

The Governor has a vision to further develop world-class research and teaching universities into centers of research, economic development, and teaching excellence that are also engines of economic mobility and equity, thanks to their accessibility and integration with the broader SUNY system. The university centers have key strengths they can build upon: They serve more low-income students than their higher-ranked peer institutions, and their graduation and retention rates are nearly at parity with those institutions. The task ahead is to build on and maintain this accessibility while improving in the key areas where SUNY lags its peers: research and development expenditures, faculty compensation and faculty diversity, and attracting more of the best high school graduates from all backgrounds to SUNY schools.172

Core elements of this initiative include:

• Make Stony Brook University and the University at Buffalo Flagships for SUNY - and World-Class Research Institutions: Stony Brook University and the University at Buffalo both have R status (the highest research designation among U.S. institutions), Association of American Universities membership, over $250 million in current research and development expenditures, at least 30 percent of students receiving Pell Grants, and at least 70 percent

completion rates. In light of these distinctions, they would become SUNY's flagship institutions. This designation and support would help drive a goal for each institution of achieving $1 billion annually in primarily federal research funding by 2030, well over double their respective current levels of research expenditures. This would place both among the current top 20 public universities nationally in research expenditures. The goal would also be for these two SUNY institutions to become national leaders on other metrics, such as economic development and growth in good jobs fueled by research and development, expanded and diversified student enrollment and improved graduation rates, greater innovation, and service to the community and state. Governor Hochul would work with SUNY to provide the needed flexibility for Buffalo and Stony Brook to be mission-driven and entrepreneurial. Once strong plans are in place, she will champion public and private funding for research and industry collaboration, upgrades to key infrastructure (particularly for labs and scientific research), faculty compensation packages, and challenge grants to incentivize cross- department and industry collaborations that address the world's biggest problems. These universities will also get the flexibility needed to be entrepreneurial, establish partnerships, expand loan forgiveness, and charge fees and differential tuition that are appropriate for world-class research and teaching universities. As a first step toward strengthening these institutions further, Governor Hochul is announcing $102 million for a new academic building for the School of Engineering and Applied Sciences at the University at Buffalo, and $100 million in funding to construct a multidisciplinary engineering building at Stony Brook.

• Support University at Albany and Binghamton University to Further Develop as National-Class Research and Teaching Universities: These are SUNY's smaller R universities, so their goals will be similar to Stony Brook and Buffalo, but at a different scale: achieving $500 million each in annual research funding; increasing economic impact of applied research and development; expanding

and diversifying student enrollment; and improving graduation rates, innovation, and service to the community and state. There is a strong track record here to build on; for example, as mentioned above, Binghamton University is poised to become an international leader in battery storage technology, driven by the work of Nobel Laureate Professor M. Stanley Whittingham. These are the types of success stories we will aim to achieve across our university centers and throughout the system statewide.

• Advance Regional Economic Development Through Research and Development Statewide: Beyond the university center programs, institutions and programs statewide should invest in areas of current and proposed research strength, with a focus on applied research, development, and technology transfer connected to local economic development needs, Public and private matching funds should be pursued for federal research grants, and investments should be made in laboratories and equipment tied to specific research and development strategies, as well as faculty recruitment packages to attract and retain top faculty in areas of research strength. SUNY will work with the business community to explore strategies for supporting this work, including through fellowship programs to help SUNY faculty and graduate and postdoctoral students become entrepreneurial scientists in fields that can drive substantial future economic impact.

• Invest in an Ambitious Effort to Attract and Retain Faculty and Researchers: SUNY lags its higher-ranked peers in faculty compensation by about 10 to 20 percent on average,173 which makes it difficult to attract and retain the best, most diverse faculty and researchers. Investments should be made in boosting compensation and recruitment programs for faculty and research, establishment of endowed chairs, and flexibility should be given to offer more competitive faculty packages. These initiatives should include a focus on attracting and retaining a more diverse and highly qualified faculty and

workforce, including increasing the number of full-time faculty of color. These investments will pay for itself many times over, including in generating additional federal research and development funding.

• Build ""Labs for the Future"" Statewide: Labs and scientific facilities in all types of SUNY institutions and programs, should be repaired and modernized.

Supporting initiatives include: • Launch Grand Challenges to encourage intercampus and cross-disciplinary exploration of the world's biggest problems. • Reunite the College of Nanoscale Science and Engineering (CNSE) with the University at Albany to streamline management and promote research excellence. • Increase athletics competitiveness through investment in Women's and Men's Division 1 teams.",188,192,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Become a Leader in Equity,,SUNY,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022192,,SUNY,other,mixed,no,,tutoring_learning_loss,agency report or official implementation evidence,first_pass_toc,,,,,"SUNY enrolls relatively high percentages of students who are low-income students or who are from underrepresented or marginalized populations. The four university centers enroll and graduate a higher share of underrepresented students than most of the top public colleges and universities in the country. SUNY's student population nearly reflects the state's diversity, and the Educational Opportunity Program has a strong track record of lifting up students who are economically and educationally disadvantaged. That said, underserved students lag behind their peers on measures of bachelor's degree completion within six years for many historically marginalized groups, including Indigenous, Black, Hispanic, Asian, and non-citizen students. The 2020 six-year graduation rates at SUNY for Hispanic, Black, and Indigenous students were 61 percent, 57 percent, and 50 percent, respectively, compared to 70 percent for white students. SUNY should engage in a comprehensive effort to close recruitment, retention, completion, and job placement gaps and become a more

equitable system that reflects New York State demographics by supporting enrollment and completion among underrepresented, low-income, and first- generation populations.

Core elements of this initiative include:

• Help Eight MSIs Become Models for Advancing Equity Outcomes: Currently, only three SUNY community colleges are designated MSIs (Orange, Rockland, and Westchester). As a core component of this effort, SUNY should aim to help five additional campuses - including at least one four-year institution - become MSIs by 2025. MSI is a federal designation for higher education institutions that serve a significant share of students from certain demographic groups. For example, to qualify as a Hispanic-serving MSI, an institution must have at least 25 percent Hispanic student enrollment. MSI designation qualifies the institution to apply for additional federal grants non-MSIs cannot. To support the goal of eight total MSIs, schools should receive funding toward evidence-based practices in faculty recruitment, staff recruitment, and student support programs designed to drive improvements and expand socio-economic and racial diversity in enrollment, completion, and strong career earnings.

• Provide Equity Grants Statewide: The three current and five new MSIs will be an important anchor for our efforts to serve a more diverse student population, but what they do must influence the entire system. All of our institutions must become ""minority-serving,"" even if they do not have this formal designation. So in addition to funding for our MSIs, SUNY could provide grants for colleges and universities to analyze their outcomes and practices with an equity lens. SUNY could also offer equity challenge grants to institutions that set goals and strategies - and use evidence-based practices - to make measurable progress on enrollment, persistence,

completion, post-graduate earnings, and student experience for targeted populations.

Supporting initiatives include:

• Invest in the SUNY DEI Phase 1 Action Plan: SUNY has an action plan to improve diversity, equity, and inclusion. SUNY should invest in the plan to strengthen and expand Opportunity Programs across more campuses by offering academic guidance and tutoring, career support, and counseling.

• Reimagine Recruiting and Admissions: SUNY should reform its recruiting and admissions process to intentionally build a student body that better reflects the community SUNY serves, with an increased emphasis on national and international recruiting.",192,194,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Streamline the Application and Financial Aid Process and Offer a Single Consolidated Application for Financial Aid,Higher Education Services Corporation,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022193,Higher Education Services Corporation,,other,mixed,no,,college_workforce_pathways,agency report or official implementation evidence,first_pass_toc,,,,,"SUNY has substantially lower debt and default rates than peer institutions,175 and some of the lowest tuition and fees in the country, but too many students still face a heavy debt burden. SUNY should better focus on equitable outcomes for students by race, ethnicity, gender, geography, and income by, first, restructuring the recruitment, enrollment, and retention of students and, second, establishing a more student-friendly financial aid system. To achieve these goals, help reverse SUNY's enrollment declines, and help reduce student debt among graduates, SUNY should create the Efficient Application for a SUNY Education (EASE) initiative, streamlining the application and financial aid process significantly. SUNY-EASE should have two core components:

• Make It Easier to Apply to Multiple SUNY Schools: Most current SUNY applicants only apply to one of the four-year institutions, increasing the

chances that they will enroll outside the system entirely if rejected by that school. SUNY should develop and implement a plan to enable students to submit a single common application and simultaneously apply to schools across the system. SUNY should also explore a mechanism by which students who meet certain cutoffs and criteria are automatically deemed admitted to certain four-year SUNY colleges and universities - and proactively offered a spot without having applied. SUNY should invest in a state-of-the-art application system and associated policies and processes to match students with multiple SUNY institutions in the event they are not accepted into their top choice.

• Make it Easier to Apply for Financial Aid: New York is a leader in scholarship and grant programs, but many students are not aware of all their financial aid options or are otherwise unable to apply. In particular, completion rates for the Free Application for Student Aid (FAFSA) have plummeted recently, especially among low-income applicants and students of color. To reverse this trend and make it easier for students to access financial aid, SUNY, in partnership with New York State, should create a FAFSA Completion Corps, providing grants to local aid experts charged with helping students complete the necessary forms, including making this available through New York high schools. The State should also explore building FAFSA completion into high school graduation.

For longer-term and more meaningful change, the New York Higher Education Services Corporation (HESC) should make recommendations for an overhaul and streamlining of various financial aid programs to create a single, streamlined process for students to qualify for and receive aid.

Supporting components of SUNY-EASE include:

• Launch pilots to identify student-friendly innovations to improve college affordability and reduce debt, such as ""net price"" guarantees. • Pilot a debt-forgiveness program to release ""stranded credits"" (earned credits blocked from a transcript due to outstanding debt) for any student that re-enrolls at any SUNY campus.",194,196,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Redesign the 21st-Century College System,,SUNY,other,yes,,mixed,First-pass coding from 2022 SOTS table of contents.,2022194,,SUNY,other,mixed,no,,college_workforce_pathways,agency report or official implementation evidence,first_pass_toc,,,,,"To reverse the trend of decreasing enrollment, SUNY should redesign its offerings to become more responsive to employer needs, while improving financial sustainability through expanded enrollment and operational excellence. This would leverage the distinctive strengths of each institution to develop educational pathways appropriate for the new world of work - one with multiple on-ramps and off-ramps for students who will increasingly be going between education and the labor market so that their skills can remain relevant as they advance their careers.

Key elements of this initiative include:

• Expand high-quality workforce credential sequences at State-operated and community colleges in high-demand fields (see Part VII-C for more). • Accelerate resource- and information-sharing, and partnership-development between State-operated and community colleges, in order to develop and improve programs. • Reverse declining enrollment through stronger workforce engagement, improved course offerings for working adults, and connections to ""early college high schools,"" which prepare students for entry with existing credits. (See Part VII-C for more). • Strengthen and expand SUNY pathways to four-year degrees from community college, including via strengthening support networks such as mentorship programs and targeted communications.

• Develop a comprehensive, cross-campus transfer and articulation policy, including between non-degree and degree programs. This includes expanding seamless transfer and articulation agreements to ensure an easy transfer approach should apply to any SUNY course or program, no matter the primary affiliate campus. It also includes exploring the development of a statewide common-course numbering for SUNY to simplify the current SUNY Transfer Paths, the development of guaranteed associate degree transfers into SUNY four-year degree programs, and a statewide reverse transfer to retroactively grant an associate degree to students who had not completed the requirements of an associate degree before they transferred to a four- year institution.",196,197,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Help Individual SUNY Campuses Establish Distinct Identities,SUNY,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022195,SUNY,,program/governance,executive_action,no,,college_workforce_pathways,agency report or official implementation evidence,first_pass_toc,,,,,"The entire SUNY system would benefit from greater individual distinction - and differentiation - of individual institutions in the eyes of prospective applicants. To help SUNY institutions build more competitive public profiles, SUNY should create a challenge grant available to colleges that propose an area of distinction designed to grow enrollment and improve student job outcomes. The easy credit transfer system (mentioned above) would also support this initiative by providing students with greater flexibility to change their focus midstream. To be considered for funding, programs would include current and planned levels of enrollment, retention, and completion, both overall and specifically for underrepresented populations, women, and low-income students.

Supporting initiatives include:

• Establish select comprehensive colleges as Honors Colleges (such as SUNY Geneseo) and/or Arts Colleges (such as SUNY Potsdam's Crane School of Music) to sharpen the institution's mission and help build a brand to attract students.

• Launch a collaboration across regional technical colleges to build on existing strengths and accelerate leadership in a specialized field. One example would be an enhanced College of Agriculture and Technology that leverages programs across SUNY Delhi, SUNY Morrisville, and SUNY Cobleskill. • Use SUNY's land grant college, Cornell University, as a model of responding to local community needs with research that has global implications.",197,198,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Build Bridges Between Education and Work,SUNY,CUNY,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022196,SUNY,CUNY,capital/infrastructure,mixed,no,,college_workforce_pathways,agency report or official implementation evidence,first_pass_toc,,,,,"Post-secondary education is crucial for economic success, with 69 percent of jobs in New York requiring some post-secondary credential. But roughly 2. million New Yorkers between the ages 25 and 44 lack a post-secondary degree or credential, putting them at risk of being left behind as the job market continues to trend toward more skilled hires.177

The availability and direction of current resources has led, in some cases, to a mismatch between job market needs and the availability of SUNY offerings. For example, SUNY produces three times more business-related degrees than healthcare-related degrees, even though the need for healthcare jobs is significantly greater. And in many cases, students are unable to enter programs they would have rather explored due to lack of funding or lab space.

To better meet employer demands and student needs, SUNY should create a Jobs Accelerator program designed to tailor offerings around New York's highest-growth occupations, including healthcare, digital technology, and green jobs. This will build upon SUNY's Applied Learning Program by expanding employer involvement to increase the number of quality work-based learning opportunities and ensure the curricula reflects needed job skills - and by increasing the number and scale of impressive programs with strong workforce ties such as SUNY Dehli's online nursing program and SUNY Oswego's broadcasting and communications program.

As part of this effort, SUNY should align investments across its degree and certificate portfolio to programs that reflect regional employment needs verified by employers partnering with these programs - and which will therefore earn funding support from Governor Hochul's proposed workforce development program. A core activity will be to work with employers to determine hiring and skill needs, prioritize career programs to reflect evolving needs in a dynamic labor market, and ensure SUNY programs become powerful conduits to employability in good, in-demand jobs.

Supporting initiatives include:

• Expand SUNY's online offerings, with a focus on employer-valued career credential programs. SUNY should invest in the technology and support needed to accelerate the growth of hybrid and fully online learning options to reduce barriers to enrollment and completion, compete with fully online universities like Western Governors University, and to provide students across the system access to best-in-class and specialty faculty. A careful review will be completed of quality and alignment to current and future business and employer skill needs. This will inform a plan for how to scale the program, including with innovations such as competency-based learning. Although there has been some improvement in hybrid and fully online course offerings, SUNY lags behind industry leaders in providing all learners, especially part-time students, with online options. • Invest in reimagined, quality career services for every SUNY college and university to provide career advising and employer partnerships that align with student aspirations and employer needs. This effort can include ""one- stop shops"" on every campus that leverage student affairs functions, often scattered across a campus, to serve students both in person and virtually. This effort should be supplemented with partnerships involving K-12 education, including giving college and career counselors in the state's public

high schools information and training to help guide students to SUNY and CUNY programs aligned to in-demand careers. • Create and expand employer credential and certificate programs aligned to current and future employer hiring needs and ensure that credits can apply to institutions and valued degrees across the system. • Dramatically expand quality relevant applied learning and work-based learning experiences that prepare SUNY students for the next step in their careers. This effort includes exploring and scaling ""Degree Apprenticeships,"" where students can blend classroom-based learning with for-credit apprenticeships that accelerate progress toward a degree and a good job. • Increase opportunities for college and career counselors in the state's public high schools to receive training in the latest evidence-based practices for guiding and supporting students along postsecondary pathways mapped to their highest career aspirations - and explore ways to increase the capacity of counseling offices in state high schools to meet those additional demands.",198,200,high
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Become a Leader in Adult Learning Opportunities,SUNY,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022197,SUNY,,other,mixed,no,,college_workforce_pathways,agency report or official implementation evidence,first_pass_toc,,,,,"Millions of New Yorkers could benefit from a post-secondary degree or credential, either because they stopped school after they received a high school degree (or equivalent) or because they have low median earnings based on their job sector. To help these New Yorkers access opportunities for career advancement and higher earnings, SUNY should prioritize recruitment and support programs for working adults seeking a post-secondary education. SUNY has already taken important steps to make transfer and pathways across multiple institutions easier across the system, as SUNY Empire has emerged as a national leader for prior learning and credentialing. This work should be extended further to include pathways for these adult learners. As part of its plan development, SUNY should survey adult and part- time learners and identify significant barriers to participation and completion - and then develop options for what SUNY can do to remove those barriers.

Supporting initiatives include:

• More Flexible Options: SUNY should design a ""clean sheet"" model that better supports learning opportunities for working and part-time adults, including credits for prior education (as proposed in Part VII-C above), monthly (instead of semester-based) programs, and remote classes.

• Stronger Remote Programs: SUNY should expand quality hybrid and distance learning options so students learn from the best instructors, no matter where they physically are located.

• Faster Graduation and Credential Attainment: SUNY should review and revamp mechanisms for accumulating credits and earning degrees and credentials, including competency-based learning and credit for work experience, helping students finish their studies faster without compromising quality. SUNY also should explore providing industry-valued credentials during the first year of a degree program.

• Lifelong Learning Incentives: SUNY should launch ""SUNY for Life,"" a continuous lifelong learning model that provides working adults with incentives - including free or discounted programs - to complete degrees or earn that next credential.

• Targeted Outreach Campaign: Focusing on those who have completed more than 50 percent of their degree requirements and stopped within the last five years, SUNY could launch an outreach campaign focused on getting these adults to re-enroll and attain a degree or another valued credential. Modeled after similar efforts like Michigan Reconnect, this campaign could include financial incentives for these students, including elimination of past debts, as

well as linkage to childcare and other investments that Governor Hochul is proposing at SUNY.",200,202,high
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-A: Ensure Gender Equity and Equal Rights,Create a Council on Gender Equity,,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022198,,,program/governance,executive_action,yes,created,equity_general,"executive order, agency launch, or official announcement",first_pass_toc,,,,,"In 2017, New York launched the Council on Women and Girls to help state policies advance women's rights and equality. Governor Hochul will propose to transform that group into the Council on Gender Equity, expanding its scope and impact.

Composed of Cabinet members and community leaders from across the state, the new Council will serve as an advisory body to the Governor, working to meet a

vision of true gender equity in New York. The Council will take an intersectional approach to elevate the needs of women, girls, and transgender and gender non- conforming individuals, focusing on underserved populations and communities of color.

As an inaugural project for the Council, the Governor will charge it with creating recommendations to bring more New York women back into the workforce in the wake of the COVID-19 pandemic. The Council will seek new solutions that confront the challenges facing workers across the economic spectrum.",203,204,high
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-A: Ensure Gender Equity and Equal Rights,Protect Reproductive Access for All,,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022199,,,program/policy,mixed,no,,reproductive_rights,agency report or official implementation evidence,first_pass_toc,,,,,"Building on her ongoing commitment to protect reproductive health and rights for all New Yorkers, Governor Hochul will take additional action to ensure anyone seeking reproductive care in New York has the access they need:

• Expand the Family Planning Grant Program: Family planning providers offer crucial care in communities around the state. As New York reenters the federal Title X program, the State will use the money it was previously using to make up for lost federal dollars to increase awards for Family Planning Program grantees.

• Support Safety-Net Providers: Community health centers and diagnostic and treatment centers, many of which provide much-needed reproductive health services, report major difficulty recruiting and retaining staff, especially in competition with larger hospital systems. Governor Hochul will provide additional support to essential safety-net providers.

• Codify Insurance Coverage for Abortion: Governor Hochul will propose legislation to codify regulations that require private insurance plans to cover

abortion without cost-sharing. This legislation will shore up protections for this important coverage in the face of increased threats to abortion access.",204,205,high
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-A: Ensure Gender Equity and Equal Rights,Pass an Equal Rights Amendment This Session,,,legislation/regulation,no,,legislation_required,First-pass coding from 2022 SOTS table of contents.,2022200,,,legislation/regulation,legislation_required,no,,reproductive_rights,agency report or official implementation evidence,first_pass_toc,,,,,"Given the enduring inequalities that women, people of color, and other marginalized communities continue to face in employment, political representation, and economic opportunity, among other areas, New York must demonstrate its commitment to equality for all New Yorkers. Governor Hochul will work with the Legislature to pass an Equal Rights Amendment this session.",205,205,high
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,"Part VIII-B: Promote Anti-Hate, Racial Equity, and Justice for All New Yorkers",Bolster the Nation’s Strongest Anti-Discrimination Law,,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.,2022201,,,other,mixed,no,,equity_general,agency report or official implementation evidence,first_pass_toc,,,,,"New York's Human Rights Law was the first state anti-discrimination law in the country, and we were also the first to create a permanent agency enforcing anti- discrimination legislation. But for New York to remain a leader in human rights, we must take steps to bolster the law, both in terms of what it covers and how it gets implemented.

As coverage under the Human Rights Law has expanded and caseloads have increased in recent years, Division of Human Rights (DHR) funding and staffing levels have dropped or remained stagnant. This shortfall harms the quality of the agency's work, inhibits the agency's ability to take on new initiatives, lengthens investigations, and threatens the agency's ability to meet its targets for completing investigations under federal contracts.

Additionally, there are opportunities to shore up gaps in the Human Rights Law to expand coverage further and improve access to the agency's complaint process. These include:

• Adding domestic violence victim/survivor status as a protected class in housing cases. • Adding immigration and citizenship status as a protected class. • Updating digital systems to allow DHR complaints to be submitted and processed electronically. • Directing DHR to make virtual hearings available permanently.

Governor Hochul will propose to expand the Human Rights Law to address these shortcomings to protect more New Yorkers.",205,206,high
